,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
10," ""37009""","Ashe, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,204774,214954,216671,227449,237126,248374,260062,262446,243427,244662,235058,247194,245755,252774,249469,265979,283599,292664
11," ""37009""","Ashe, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,750,733,803,859,853,903,967,1023,923,812,852,830,861,974,976,911,849,994
12," ""37011""","Avery, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,146152,149037,159010,168523,176288,185816,199551,195040,177695,171358,172723,178782,181693,196486,201032,209098,218084,228100
13," ""37011""","Avery, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,974,939,1020,1077,1053,1097,1159,1207,1076,929,981,947,986,1119,1127,1047,972,1130
14," ""37013""","Beaufort, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,454315,459360,469802,500737,523825,555750,580723,585894,574574,580559,608287,607622,591988,616031,630466,648913,655543,662684
15," ""37013""","Beaufort, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,740,718,784,831,828,882,934,985,887,784,826,796,829,935,945,881,808,933
16," ""37015""","Bertie, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,147011,153454,152008,161293,173614,177299,182478,188028,192560,190688,181791,181736,178481,193937,197866,190779,190236,191032
17," ""37015""","Bertie, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,783,761,823,875,867,902,958,1003,899,789,819,783,804,(D),893,819,748,(D)
18," ""37017""","Bladen, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,310492,321053,340067,343901,350407,365576,387801,381502,395265,398372,390243,405580,403299,429109,466619,479047,491835,508682
19," ""37017""","Bladen, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1475,1419,1561,(D),1657,1741,1856,1953,1757,1549,1631,1583,1642,1858,1862,1717,1577,1812
20," ""37019""","Brunswick, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,676749,627999,693631,786105,839836,922747,986149,1012861,990011,1005906,991895,1053290,1112258,1186012,1241325,1288812,1368441,1426969
21," ""37019""","Brunswick, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1413,1400,1567,1702,1770,1977,2214,2400,2195,1960,2113,2091,2234,2609,2720,2625,2512,3045
22," ""37021""","Buncombe, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,3261600,3283384,3427492,3623337,3849884,4129362,4396925,4465894,4280386,4350899,4438758,4699373,4873097,5235495,5629209,5894724,6161561,6534163
23," ""37021""","Buncombe, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,8755,8516,9384,9983,10011,10679,11551,12156,10971,9673,10344,10196,10749,12309,12561,11880,11081,12947
24," ""37023""","Burke, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,923077,939920,940611,1001775,1001462,1017353,1000366,978618,859780,878347,917664,972031,987456,1034747,1053665,1057131,1079354,1102620
25," ""37023""","Burke, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2707,2593,2827,2955,2915,3061,3261,3414,3061,2657,2807,2725,2815,3187,3219,3012,2802,3261
26," ""37025""","Cabarrus, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1905834,1993597,1971711,2073817,2252275,2416422,2555276,2509712,2298789,2176429,2153977,2299805,2441633,2593785,2770790,3020190,3260107,3173834
27," ""37025""","Cabarrus, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,3225,3179,3540,3796,3858,4211,4703,5069,4641,4103,4400,4363,4615,5362,5545,5316,5047,5984
28," ""37027""","Caldwell, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,977361,974226,964153,983270,953926,943754,924931,911649,840753,830479,829033,824114,827194,853261,909966,970687,1065757,1204318
29," ""37027""","Caldwell, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2403,2311,2530,2646,2634,2766,2971,3116,2791,2434,2550,2476,2575,2909,2933,2749,2544,2959
30," ""37029""","Camden, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,28251,30803,33768,42204,50236,71171,75145,74893,77600,84910,66230,56602,46000,43250,50980,44873,39607,37006
31," ""37029""","Camden, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,44,47,54,(D),(D),73,80,87,78,69,74,69,(D),(D),(D),(D),(D),(D)
32," ""37031""","Carteret, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,454959,470913,508610,540184,570199,605556,626155,645527,612974,606936,605405,645636,653128,697636,724381,751717,800197,828216
33," ""37031""","Carteret, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,3425,3324,3658,3909,3902,4154,4428,4634,4208,3733,3983,3900,4094,4659,4707,4403,4076,4762
34," ""37033""","Caswell, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,54261,52576,54503,55385,54979,59271,62555,63379,67182,70185,72414,68111,69047,72079,76647,73444,79419,90457
35," ""37033""","Caswell, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,45,43,47,50,(D),52,54,57,52,46,49,49,47,55,(D),(D),46,53
36," ""37035""","Catawba, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,3210089,3068691,2978883,3123152,3223206,3458312,3530477,3450402,3086394,3168009,3318917,3405967,3469366,3676237,3949560,4061843,4329951,4508220
37," ""37035""","Catawba, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,4084,3940,4290,4549,4539,4798,5159,5414,4864,4238,4468,4359,4540,5149,5207,4885,4558,5304
38," ""37037""","Chatham, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,453970,458478,470836,517954,531962,570615,569455,556518,502017,508714,502802,495155,511304,533242,540995,560818,593754,609571
39," ""37037""","Chatham, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,724,736,813,878,880,950,1028,1102,1002,889,963,945,995,1156,1192,1136,1075,1275
40," ""37039""","Cherokee, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,211899,205677,201155,211594,231337,238523,238432,243979,231571,234330,233055,240212,236321,247531,259368,261739,276293,286458
41," ""37039""","Cherokee, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,817,797,877,940,941,1019,1095,1147,1018,(D),(D),904,946,1069,1078,1033,963,1129
42," ""37041""","Chowan, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,137757,138411,150544,161650,169056,176800,174139,166364,159647,156120,156404,161953,161402,172231,177463,175374,184626,195334
43," ""37041""","Chowan, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,795,778,842,895,891,947,1014,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
44," ""37043""","Clay, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,35698,38105,39279,43839,47347,52334,57026,52250,45171,47282,46919,50203,50740,55525,54998,56277,55906,61125
45," ""37043""","Clay, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46," ""37045""","Cleveland, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1060356,1052911,1085835,1140861,1194435,1226526,1264826,1252921,1121992,1125921,1210923,1269760,1285963,1360299,1396664,1463177,1528126,1599772
47," ""37045""","Cleveland, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1342,1291,1407,1477,1452,1520,1622,1695,1518,1323,1389,1351,1397,1585,1596,1495,1385,1611
48," ""37047""","Columbus, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,451920,455616,464694,485770,499320,508620,523022,530772,499110,512257,506246,524513,550545,542050,532869,545070,529490,549996
49," ""37047""","Columbus, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1084,1051,1141,1204,1189,1254,1335,1402,1261,1096,1157,1117,1154,1300,1302,1210,1110,1273
50," ""37049""","Craven, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,858053,889144,949668,1020764,1089154,1165504,1253211,1203051,1135125,1129235,1126095,1207112,1210763,1283379,1325119,1346890,1370153,1398034
51," ""37049""","Craven, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2635,2535,2751,2945,2938,3146,3377,3571,3260,2907,3096,3017,3113,3523,3519,3281,3023,3505
52," ""37051""","Cumberland, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,2495097,2678421,2793626,2932244,3161976,3238753,3459146,3598547,3649967,3727189,3773189,3794458,3791050,3807746,3845540,3927557,4004942,4163931
53," ""37051""","Cumberland, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,5301,5130,5519,5916,5834,6175,6550,6932,6331,5586,5999,5834,6120,6941,6951,6518,6010,6984
54," ""37053""","Currituck, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,82252,98389,114757,125908,132149,142249,161436,158062,154824,162766,196666,200220,217580,236282,251041,229588,247244,278312
55," ""37053""","Currituck, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,376,376,428,478,492,528,567,598,534,(D),(D),(D),516,598,608,582,552,656
56," ""37055""","Dare, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,406660,458176,502193,540987,561274,577378,589296,581119,542714,530388,532534,574686,594692,619775,656727,666174,683651,701428
57," ""37055""","Dare, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1162,1158,1288,1373,1362,1429,1520,1583,1421,1252,1330,1306,1375,1562,1598,1506,1405,1646
58," ""37057""","Davidson, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1416446,1410072,1418004,1460926,1488111,1534200,1524200,1485481,1379710,1462570,1507402,1583711,1636473,1730845,1818411,1904379,2004784,2092689
59," ""37057""","Davidson, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1667,1630,1789,1901,1890,2005,2150,2274,2047,1795,1896,1844,1920,2174,2197,2062,1917,2235
60," ""37059""","Davie, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,302480,301591,301786,317653,327651,355603,371564,362045,320255,319192,325657,333006,363554,406211,452080,485029,525528,546469
61," ""37059""","Davie, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),719,793,(D),(D),918,995,1043,939,825,872,848,(D),1002,1019,960,898,1050
62," ""37061""","Duplin, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,407229,421758,421148,437275,428312,444969,489279,558219,544743,572226,585204,607944,615475,655484,650517,666621,656411,682603
63," ""37061""","Duplin, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1093,1084,1193,1284,1286,1385,1488,1590,1441,1290,1382,1349,1401,1595,1592,1496,(D),(D)
64," ""37063""","Durham, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,9256165,9059044,9194442,9876014,10220640,11196769,12409794,12914279,12845002,13091528,12665552,13385584,13798696,14948939,14952024,15106286,15786445,16787834
65," ""37063""","Durham, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,8541,8374,9186,9764,9761,10413,11311,12087,11071,9775,10528,10484,11134,12920,13288,12660,11888,14000
66," ""37065""","Edgecombe, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,662897,658582,673919,708759,703590,711848,703579,685161,661675,642547,625904,632770,570331,570725,572133,580063,579966,574434
67," ""37065""","Edgecombe, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2910,2774,3024,3156,3108,3226,3425,3572,3177,2778,2911,2840,2944,3308,3297,3047,2792,3197
68," ""37067""","Forsyth, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,7291781,7348266,7604717,7982831,8242477,8595648,8950743,9128274,8717980,8830430,9061198,9506698,9427553,10290894,10680443,10630138,11258219,11418698
69," ""37067""","Forsyth, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,10916,10599,11618,12324,12336,13168,14266,15059,13638,11996,12790,12586,13202,15124,15380,14504,13577,15889
70," ""37069""","Franklin, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,273340,281194,298592,329388,369192,411342,453659,427433,425588,435088,421979,420798,428181,476536,493343,506986,550633,606469
71," ""37069""","Franklin, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1071,1066,1189,1272,1275,1362,1490,1598,1450,1286,1366,1342,1410,1616,1657,1574,1486,1763
72," ""37071""","Gaston, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,2288335,2291473,2309206,2462676,2517807,2606781,2680097,2672049,2413588,2474857,2557677,2671777,2800020,2980006,3124863,3093474,3260674,3530395
73," ""37071""","Gaston, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),3053,3307,3489,3476,3692,3994,4247,3827,3353,3552,3468,3628,4138,4216,4005,3758,4406
74," ""37073""","Gates, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,26102,27096,27468,29782,31674,32306,30326,32147,32855,33810,31452,33225,32811,37439,39857,42159,43592,45876
75," ""37073""","Gates, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,844,810,898,945,968,1045,1147,1191,1068,(D),976,942,958,1082,1086,1016,936,1092
76," ""37075""","Graham, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,55133,55495,58980,60887,65822,72556,77655,77799,67675,68796,68920,71402,71660,70951,72703,64625,70940,76752
77," ""37075""","Graham, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),(D),(D),66,(D),70,73,77,71,63,(D),65,65,73,75,68,62,72
78," ""37077""","Granville, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,445762,478599,485011,477056,499825,548830,578548,576998,551875,559209,559934,586825,585587,611714,641826,698941,746986,740154
79," ""37077""","Granville, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,308,(D),(D),(D),(D),(D),(D),(D),(D),376,(D),385,399,455,459,434,406,475
80," ""37079""","Greene, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,65085,64934,65531,69570,67981,71109,78810,88919,86966,83839,77068,80745,75619,81129,89287,92387,100460,107159
81," ""37079""","Greene, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,312,302,335,355,349,362,388,400,355,312,334,323,(D),(D),375,(D),(D),374
82," ""37081""","Guilford, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,10413892,10388034,10652078,11067643,11527259,12197517,12715551,12923244,12060211,12190031,12665305,13296972,13649791,14362196,15042131,15064936,15762375,16167913
83," ""37081""","Guilford, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,15341,14831,16280,17249,17281,18446,20029,21193,19182,16912,18093,17828,18748,21496,21894,20628,19266,22535
84," ""37083""","Halifax, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,389925,396114,406833,421466,438337,467104,469004,474140,464418,478154,483705,489035,498091,502874,502557,505638,509073,525983
85," ""37083""","Halifax, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1651,1585,1718,1799,1770,1848,1956,2036,1802,1563,1643,1586,1634,1839,1834,1696,1552,1770
86," ""37085""","Harnett, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,534037,545434,571240,632985,662747,707189,724619,710175,660716,654827,648837,684589,697621,755290,797838,854273,903088,938348
87," ""37085""","Harnett, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1096,1089,1198,1285,1294,1387,1506,1612,1487,1347,1467,1459,1554,1787,1815,1731,1621,1905
88," ""37087""","Haywood, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,412869,424975,437955,461036,479607,508262,556286,536652,505322,521266,518013,556320,562860,605159,648191,671403,687089,725902
89," ""37087""","Haywood, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1812,1768,1945,2072,2058,2179,2337,2452,2204,1921,2019,1971,2060,2343,2381,2252,2105,2472
90," ""37089""","Henderson, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1070377,1092333,1111496,1170423,1210094,1289290,1333579,1344823,1225614,1253970,1280250,1326991,1363096,1423842,1466645,1545533,1622354,1724444
91," ""37089""","Henderson, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,4977,4854,5370,5721,5748,6147,6683,7078,6417,5654,6009,5890,6203,7126,7304,6931,6506,7635
92," ""37091""","Hertford, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,225229,237533,251394,269561,276449,290431,307408,323375,320481,327153,317046,333779,338506,358231,318572,318656,329786,351524
93," ""37091""","Hertford, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,423,411,445,(D),(D),494,525,552,496,432,453,438,454,509,508,475,434,(D)
94," ""37093""","Hoke, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,144316,152362,157987,164155,175930,181461,203936,199884,202543,210248,196868,211513,232840,229335,232737,258977,283035,283045
95," ""37093""","Hoke, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,756,740,829,(D),(D),1008,1108,1185,1097,999,(D),(D),1154,1321,1365,1283,1209,1420
96," ""37095""","Hyde, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,28512,30010,32592,36585,34945,32242,34415,36296,35023,38259,42695,45877,45140,51455,53200,52070,53452,59963
97," ""37095""","Hyde, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98," ""37097""","Iredell, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1934801,2004735,2127654,2309458,2493792,2599597,2754265,2803150,2588010,2681599,2853607,3091766,3196578,3550554,3760409,3972016,3972111,4146428
99," ""37097""","Iredell, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2657,2626,2916,3143,3194,3491,3831,4102,3720,3279,3489,3426,3603,4133,4242,4033,3795,4466
100," ""37099""","Jackson, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,267917,277116,285887,313639,344394,371693,388874,380253,346520,338868,335841,329457,333349,360338,378148,393653,409197,436195
101," ""37099""","Jackson, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,3647,3543,3947,4194,4193,4487,4876,5154,4652,4094,4332,4238,4457,5059,5153,4923,4632,5400
102," ""37101""","Johnston, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1036823,1048951,1132319,1211437,1298850,1405794,1587102,1487222,1407924,1449621,1549356,1536391,1592402,1689087,1812091,1899333,1991364,2152386
103," ""37101""","Johnston, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2087,2081,2323,2520,2565,2780,3069,3316,3054,2715,2922,2877,3042,3517,3635,3500,3330,3981
104," ""37103""","Jones, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,36298,36344,37310,40519,41412,42134,38854,37781,37982,42862,46934,51058,50514,41573,42444,44385,47774,50761
105," ""37103""","Jones, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,229,215,230,242,(D),(D),(D),(D),(D),215,230,228,233,262,266,(D),223,261
106," ""37105""","Lee, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,895233,917023,963826,1063553,1120877,1159571,1182166,1167335,1085224,1127248,1031003,1067811,1048641,1095282,1148878,1164818,1221999,1293185
107," ""37105""","Lee, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,1305,1241,1347,1423,1438,1546,1690,1810,1664,1463,1564,1551,1628,1836,1854,1740,1628,1915
108," ""37107""","Lenoir, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,721954,718503,743535,783836,811933,790647,818512,827619,796450,796993,856070,936870,960393,989921,1022961,1032270,1103207,1157148
109," ""37107""","Lenoir, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,4502,4319,4683,4910,4854,5065,5373,5616,5022,4382,4631,4492,4645,5231,5252,4840,4430,5073
110," ""37109""","Lincoln, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,545053,562344,573323,593097,631920,693681,766010,751000,663942,679409,687076,739083,775944,820333,871365,939804,985631,1038889
111," ""37109""","Lincoln, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),1193,1318,(D),1407,1513,1656,1764,1603,1409,1500,1474,1543,1755,1799,1693,1589,1880
112," ""37111""","McDowell, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,484821,489478,494545,512127,511557,516425,532014,520112,470919,488057,504161,521578,535352,602006,634362,635275,675516,688887
113," ""37111""","McDowell, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,187,180,197,211,208,221,234,246,220,(D),(D),197,207,235,235,219,203,234
114," ""37113""","Macon, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,283147,301315,309350,332405,346645,374674,383440,380596,350127,344960,349902,363044,367984,396681,400991,404676,416998,433130
115," ""37113""","Macon, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,2605,2527,2789,2955,2952,3142,3384,3558,3201,2797,2946,2874,2985,3402,3462,3254,3041,3601
116," ""37115""","Madison, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,106383,101129,106318,112846,109118,115607,117988,119475,116124,115620,110691,111994,112367,120830,123547,125210,129658,139412
117," ""37115""","Madison, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,(D),(D),(D),(D),(D),(D),293,305,275,242,257,245,259,293,295,278,260,301
118," ""37117""","Martin, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,276261,298000,286642,282604,287795,291660,279375,285695,266859,258336,248687,249768,268962,283471,265675,277150,281349,274675
119," ""37117""","Martin, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,529,510,555,583,568,596,(D),(D),(D),510,(D),511,528,(D),(D),550,499,574
120," ""37119""","Mecklenburg, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,24740425,25308665,25908505,27432710,29641658,32420635,34539752,34792331,32001930,33414006,35722868,38217922,39870496,43305817,46639240,48812739,51509296,55039074
121," ""37119""","Mecklenburg, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,37556,36789,40986,43971,44792,48653,53636,57312,52395,46381,50185,50159,53412,61847,63875,60973,57457,67729
122," ""37121""","Mitchell, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,157848,146318,150119,152677,162601,166560,163476,160584,154625,163644,162745,170827,173247,178099,175740,175825,183666,197187
123," ""37121""","Mitchell, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,393,378,411,432,425,440,467,484,(D),376,391,380,394,444,446,415,383,444
124," ""37123""","Montgomery, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,288437,294549,291292,317539,324512,322578,315807,299688,266089,276689,280533,298389,320415,337009,352033,354793,373740,378129
125," ""37123""","Montgomery, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,631,607,667,700,691,(D),(D),807,722,(D),(D),647,668,755,765,713,660,760
126," ""37125""","Moore, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,911730,918298,948535,997955,1067395,1115315,1163837,1179699,1146696,1179155,1222846,1279558,1307962,1392385,1429806,1508818,1570983,1665782
127," ""37125""","Moore, NC",5.0,CAINC6N,1904.0,814,    Private households,Thousands of dollars,4467,4354,4792,5094,5109,5460,5949,6273,5677,5019,5356,5285,5571,6422,6574,6230,5870,6916
128," ""37127""","Nash, NC",5.0,CAINC6N,90.0,113-814,  Private nonfarm compensation,Thousands of dollars,1350781,1323305,1351773,1406984,1439751,1535824,1617155,1645295,1554590,1561308,1587842,1670320,1661589,1727240,1818479,1755493,1764781,1863570
