,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
42," ""37041""","Chowan, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
43," ""37041""","Chowan, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3278,2662,2854,3403,3295,3592,3316
44," ""37043""","Clay, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,248,296,(D),781,675,460,577,784,762,583,669,940,935,1387,1467,1614,1530,1574
45," ""37043""","Clay, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),781,675,460,577,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
46," ""37045""","Cleveland, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),25633,25604,30491,30350,35224,49433,42488,30028,31193,56317,55930,57398,61610,60331,66345,76115,82481
47," ""37045""","Cleveland, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),25360,30016,29483,34172,46407,39706,27700,28546,53730,52424,51923,55544,54430,60085,69243,74597
48," ""37047""","Columbus, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,14252,10737,10317,18390,19396,23057,22826,27531,21903,26652,(D),33853,34733,34367,34125,33741,32116,29367
49," ""37047""","Columbus, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),10737,10169,(D),(D),(D),22688,(D),(D),(D),38583,(D),(D),(D),(D),(D),(D),(D)
50," ""37049""","Craven, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,32790,37531,38230,45378,50856,61031,58841,63319,59976,49639,49764,57410,64276,77674,80016,79796,79779,74783
51," ""37049""","Craven, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,31653,36290,36924,44371,46346,55255,54572,59156,55639,45472,45771,53655,60118,72818,75455,75007,75454,72726
52," ""37051""","Cumberland, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,125449,166924,186306,219795,239680,243970,246786,244843,271802,286819,306365,287926,299127,283273,268161,289649,259778,247767
53," ""37051""","Cumberland, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,115232,151437,174665,207806,230067,233890,236323,233755,261439,273621,295217,277915,288860,269542,253553,274805,237512,221873
54," ""37053""","Currituck, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,2038,(D),3267,4619,4262,6472,15772,16368,13745,9705,16261,17976,18736,22434,25653,25946,28680,29751
55," ""37053""","Currituck, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),2238,(D),(D),(D),(D),14931,15143,12693,(D),14884,16074,16546,19204,22427,22841,25391,25826
56," ""37055""","Dare, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),18157,18347,18928,18305,(D),18874,19402,19052,20416,17901,18265,18132,19449,21611,24226,26082,34522
57," ""37055""","Dare, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,13082,16774,16827,17456,17301,17922,17878,18428,18324,20007,(D),(D),17542,19032,(D),(D),(D),33641
58," ""37057""","Davidson, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,24324,24375,28391,33566,38658,47428,52733,51693,46198,58520,63268,71657,76464,87368,99784,107281,109890,122022
59," ""37057""","Davidson, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,22552,22527,25744,30431,35129,44125,48101,45788,41527,53208,57348,65298,69800,80092,93429,101050,102317,113780
60," ""37059""","Davie, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,15225,18224,20402,17940,18422,18897,21081,25032,22821,24040,22804,25562,28378,34031,41036,38063,44738,50173
61," ""37059""","Davie, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),15688,13330,(D),13681,15758,18586,16284,16686,15109,17835,21112,26324,32909,31245,37344,42700
62," ""37061""","Duplin, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,5081,5758,5482,7145,6831,8366,12236,11564,9924,15188,13858,16186,16067,19046,18810,18249,12054,13537
63," ""37061""","Duplin, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,4683,5198,4944,6691,6329,7757,11538,10821,9138,14345,12949,14900,14782,17445,17005,16058,9103,10573
64," ""37063""","Durham, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,353932,328642,305936,349274,350493,379945,443169,416646,400266,419498,429602,450875,472233,508931,475044,508007,541777,588195
65," ""37063""","Durham, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,342877,317489,293808,339177,340779,370035,433180,405439,388419,406460,413733,433012,453632,496303,465110,497796,527017,571202
66," ""37065""","Edgecombe, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,25430,25013,26952,8396,8818,9396,13825,15003,13847,15601,12675,10725,11208,11261,12310,12653,14524,16832
67," ""37065""","Edgecombe, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,25292,24866,26727,8166,8652,9260,(D),(D),(D),(D),(D),(D),10074,9917,11147,12257,(D),16487
68," ""37067""","Forsyth, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,299314,340270,330527,327297,367098,401075,420644,401747,378503,378020,404522,451644,457897,497637,511763,528843,531066,571760
69," ""37067""","Forsyth, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,279308,315185,313549,313103,351769,384113,403776,386296,360717,363022,387449,436496,442608,482358,491572,508279,508126,546783
70," ""37069""","Franklin, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,7887,8828,9759,9613,10199,12996,19327,17190,25378,31154,20554,21494,(D),35917,34763,33067,34409,51766
71," ""37069""","Franklin, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),8128,9271,9457,10075,12806,(D),(D),(D),30904,19614,20051,19943,35080,33902,32471,33537,50699
72," ""37071""","Gaston, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,75801,83987,88700,108426,109507,120000,116577,124743,112412,134032,144994,144020,132354,142652,146966,138920,159929,158312
73," ""37071""","Gaston, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,65755,74612,76207,94729,98752,108075,103538,113412,102344,124972,136944,132537,119391,127082,131517,120748,139603,141707
74," ""37073""","Gates, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),472,589,670,712
75," ""37073""","Gates, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),472,589,670,712
76," ""37075""","Graham, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,1262,1784,1890,2507,(D),1519,2127,1906,2205,2546,3048,(D),2556,3559,3889,4346,4945,5662
77," ""37075""","Graham, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,1262,1784,1890,2507,(D),1519,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),5662
78," ""37077""","Granville, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,13232,16526,16741,16749,20992,26430,28564,28363,24583,29963,43314,45593,46809,40031,42002,47547,56439,62506
79," ""37077""","Granville, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),23936,29509,42690,(D),(D),(D),(D),(D),(D),(D)
80," ""37079""","Greene, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,1556,1559,1983,1832,2135,2540,3070,3026,3203,3802,2834,2671,1825,1774,1963,2001,1976,2132
81," ""37079""","Greene, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2834,2671,1825,1774,1963,2001,1976,2132
82," ""37081""","Guilford, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,476760,491941,524056,593889,666627,718870,739060,769279,686614,774157,839168,885193,951922,1010781,1074132,1020139,1039566,1026670
83," ""37081""","Guilford, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,453117,465996,498654,568912,638229,690036,708206,732575,652895,740460,806698,846060,911779,966468,1027121,971991,982780,966196
84," ""37083""","Halifax, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,9659,9791,10721,13088,9968,8970,7692,8256,7429,7912,7981,10407,12932,13955,11999,13189,13240,15653
85," ""37083""","Halifax, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),9636,11585,8957,6421,6955,5938,5121,5451,5300,6643,8163,9370,7551,8558,6971,8528
86," ""37085""","Harnett, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,19950,20754,21232,20875,24265,27148,28120,30389,27742,27256,27641,26862,22958,26361,28683,31828,32698,31714
87," ""37085""","Harnett, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,18657,19961,20910,19514,22844,25682,26637,28992,26306,24992,24886,23815,19748,22585,24461,27058,27016,26038
88," ""37087""","Haywood, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,15918,11568,12388,10012,9965,12386,13634,16975,16012,13462,16462,18994,18979,19459,18402,20921,23157,25733
89," ""37087""","Haywood, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),11248,14524,14177,11607,14204,16802,16612,16624,14792,17050,18584,20744
90," ""37089""","Henderson, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,49807,55956,58394,59178,57646,58811,54466,58813,48795,56748,64716,69738,77848,67315,73135,76465,76159,88498
91," ""37089""","Henderson, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,47975,53759,56190,56919,55485,56737,51617,55768,46181,54538,62651,67427,75503,64775,70536,73974,73304,85430
92," ""37091""","Hertford, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,14527,16873,18581,18669,19409,20319,22726,23692,24946,23298,23746,24971,23627,24069,23415,23438,23809,24417
93," ""37091""","Hertford, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),16873,18581,18669,(D),20319,22726,23692,24946,23298,23746,24971,(D),(D),(D),(D),(D),(D)
94," ""37093""","Hoke, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,1248,1788,2817,804,1004,(D),(D),(D),5561,9329,6133,6247,6625,9915,8811,7473,10606,13228
95," ""37093""","Hoke, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,1151,1690,2212,536,723,2796,6861,3735,5390,9038,5901,5976,6313,9564,8504,7188,10340,12907
96," ""37095""","Hyde, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,47,521,(D),(D),0,0,(D),(D),(D),(D),(D),0,0,(D),(D),(D),(D),(D)
97," ""37095""","Hyde, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,47,521,(D),(D),0,0,(D),(D),(D),(D),(D),0,0,0,(D),(D),(D),(D)
98," ""37097""","Iredell, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,55784,64259,68432,76925,91820,102133,98867,118639,107116,131082,141084,151048,169619,178248,174470,182609,192139,214533
99," ""37097""","Iredell, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,54320,62338,66102,71766,87571,97092,92723,93009,94864,115254,125525,136149,154977,160500,158829,168911,174876,194361
100," ""37099""","Jackson, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,14405,16977,18674,21213,26601,(D),26540,23697,21994,19132,20146,19717,18957,19724,21739,17814,18752,21384
101," ""37099""","Jackson, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),22897,(D),18427,(D),19340,18572,19460,21435,17541,(D),(D)
102," ""37101""","Johnston, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,38596,35812,73915,70773,73651,71519,72915,79871,75381,84621,86639,92908,89146,103766,113277,110146,122994,144852
103," ""37101""","Johnston, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,37319,35264,73006,70045,72624,70097,70748,77217,72897,81406,83771,89812,85546,99956,110818,107877,119016,138194
104," ""37103""","Jones, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,762,876,(D),667,568,836,909,732,1057,1173,1926,1609,1963,1736,1704,1852,1836,1619
105," ""37103""","Jones, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,762,876,(D),667,568,836,909,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
106," ""37105""","Lee, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,23647,29464,26055,37734,35171,28787,29789,33229,21638,27711,37744,50869,54440,65288,76125,82002,77828,87037
107," ""37105""","Lee, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,23647,(D),(D),(D),34789,28483,29367,32601,20826,26984,37308,50660,54271,(D),75848,81681,(D),86215
108," ""37107""","Lenoir, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,25711,28315,30045,35531,45189,50428,50574,42700,43013,39040,48121,53567,54883,51763,47988,49386,48325,50665
109," ""37107""","Lenoir, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,24520,27009,28704,33908,(D),47541,(D),(D),39581,(D),44038,49600,(D),(D),47808,49065,(D),50384
110," ""37109""","Lincoln, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,16896,23980,23869,13492,11770,16947,24139,24396,20835,22567,27782,36700,53971,60257,64882,70871,68548,79786
111," ""37109""","Lincoln, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),21977,22080,11746,9401,14509,22007,22118,19196,20729,25713,34492,51427,57551,62168,67834,63572,74554
112," ""37111""","McDowell, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,4121,6236,5949,8013,9173,10187,10072,9082,9059,13496,22121,24787,25219,36594,26293,23168,29219,26251
113," ""37111""","McDowell, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),8370,(D),(D),23138,22930,34051,23743,20527,26777,23742
114," ""37113""","Macon, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,8094,8966,7376,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),15575,15667,18114,15802
115," ""37113""","Macon, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),6716,6310,8198,8580,9107,11518,10970,10022,11028,11666,15120,16376,14254,14274,16714,14295
116," ""37115""","Madison, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),(D),(D),3314,1642,1408,(D),(D),1283,1403,1393,1456,1494,1871,2077,2132,2052,2391
117," ""37115""","Madison, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),1408,(D),1590,(D),(D),(D),(D),1494,1871,2077,2132,2052,2391
118," ""37117""","Martin, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,(D),(D),1958,3062,3115,3730,3622,4099,3976,3584,3732,(D),(D),5030,3569,11525,12377,(D)
119," ""37117""","Martin, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,2490,1818,1603,2644,2672,3225,3186,3568,3465,3050,3162,2654,3520,4412,3253,11168,12012,2323
120," ""37119""","Mecklenburg, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,1258779,1330816,1345170,1405521,1556760,1734878,1911437,2037352,1837266,2071067,2318857,2816943,2492284,2755041,2895169,3107922,3357183,3576142
121," ""37119""","Mecklenburg, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,1214775,1289560,1310064,1374756,1518102,1695555,1868230,1990362,1799091,2027055,2261572,2760389,2427349,2679756,2821351,3036998,3263573,3459941
122," ""37121""","Mitchell, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,4954,3898,5128,4647,3121,5420,6331,4668,6216,7230,5503,8032,12254,12182,11529,7352,3702,4409
123," ""37121""","Mitchell, NC",5.0,CAINC6N,1401.0,561,    Administrative and support services,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4866,(D),(D),(D),(D),3702,(D)
124," ""37123""","Montgomery, NC",5.0,CAINC6N,1400.0,56,   Administrative and support and waste management and remediation services,Thousands of dollars,6801,6750,6631,7113,5147,5147,5841,7475,9241,10194,6420,8128,9756,11146,12366,15694,16505,12224
