,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
34," ""37021""","Buncombe, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),(D),(D),(D),0,1809,1772,982,1309,1372,2553,3233,4413,3730,13510,13712,9219
35," ""37021""","Buncombe, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,127905,135222,141450,137842,141111,147426,156547,162698,162785,166385,172398,186705,184972,203034,214814,231548,242311,265503
36," ""37023""","Burke, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
37," ""37023""","Burke, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),0,0,0,0,0,0,0,0,(D),(D),(D),0,0,0,0,0
38," ""37023""","Burke, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,33261,35351,35935,36605,35173,37360,38348,42290,42131,42169,41608,42974,42699,44738,45922,48591,47784,50195
39," ""37025""","Cabarrus, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),480,924,1391,1497,13118,16272,16100,(D),5810,4984,6696,(D),(D),(D),(D),(D),(D)
40," ""37025""","Cabarrus, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,(D),(D),(D),0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
41," ""37025""","Cabarrus, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,66249,77257,76504,78784,81120,89912,98358,104417,99234,101698,103016,109755,112239,122270,129391,133621,138572,152477
42," ""37027""","Caldwell, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),0,0,0,0,0,0,0,0
43," ""37027""","Caldwell, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D)
44," ""37027""","Caldwell, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,30392,32903,36349,37548,36753,37586,38913,41273,40930,39743,39539,40950,43182,45676,46828,47273,49076,51399
45," ""37029""","Camden, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,1022,4119,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
46," ""37029""","Camden, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47," ""37029""","Camden, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,2687,3276,3869,4067,4466,5198,5928,5221,5248,5446,5667,5883,6041,5135,5530,5758,5351,5721
48," ""37031""","Carteret, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,11360,12370,12659,(D),(D),(D),13369,12403,8555,8126,(D),(D),(D),10448,12745,14323,16014,16176
49," ""37031""","Carteret, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),(D),(D),0,0,(D),(D),(D),0,0,0,0,0,0,0,0,0
50," ""37031""","Carteret, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,30693,32265,33888,33533,34919,36842,40051,41928,41717,40661,41849,44280,46171,49201,50291,51732,49786,51978
51," ""37033""","Caswell, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52," ""37033""","Caswell, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53," ""37033""","Caswell, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,5528,6116,6311,6469,6441,6694,6905,7239,7292,6952,6970,7274,7239,7752,7931,8130,8197,8518
54," ""37035""","Catawba, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),7390,(D),(D),(D),(D),(D),(D),(D),701,1107,715,356,(D),(D),0,0
55," ""37035""","Catawba, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,(D),0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),3401,(D)
56," ""37035""","Catawba, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,83484,81073,82039,85149,84495,93316,100252,101389,99491,94169,97117,98534,97830,106553,112230,112479,113889,123156
57," ""37037""","Chatham, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),1452,1636,1907
58," ""37037""","Chatham, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),0,(D),0,(D),(D),(D),(D),(D),(D),(D),(D)
59," ""37037""","Chatham, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,20013,22233,24179,26666,27411,28838,31195,30047,31415,31671,33404,32516,34360,35016,35905,38010,38455,40868
60," ""37039""","Cherokee, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D)
61," ""37039""","Cherokee, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0
62," ""37039""","Cherokee, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,8092,9583,9902,9920,9949,10546,11029,11722,11608,11443,11468,12226,12660,13089,13328,13979,14341,15154
63," ""37041""","Chowan, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,11071,12589,13513,16159,17675,18960,17026,12569,5293,5480,6214,6629,6862,7830,(D),(D),(D),(D)
64," ""37041""","Chowan, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,(D)
65," ""37041""","Chowan, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,5410,6000,7225,7733,7673,8871,8951,9489,9845,9586,9166,9353,8755,9109,8732,8539,8648,8889
66," ""37043""","Clay, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67," ""37043""","Clay, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68," ""37043""","Clay, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,(D),2393,(D),2961,3013,3140,3250,3426,3423,3465,3476,3837,(D),(D),(D),(D),(D),(D)
69," ""37045""","Cleveland, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),21229,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),33974,33043,31664,32980,31160,32800
70," ""37045""","Cleveland, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),0,0,0,0
71," ""37045""","Cleveland, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,36040,38734,40713,42133,43239,46155,48921,51028,49906,49553,50791,51519,53550,56611,58738,55156,55606,57366
72," ""37047""","Columbus, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,(D),0,0,0,0,0,(D),(D),0,0,0,0,0,(D),(D),(D),(D)
73," ""37047""","Columbus, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),0,0,0,0
74," ""37047""","Columbus, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,20631,22947,23255,24106,23313,23545,25378,25546,25832,24953,24480,25523,24724,25887,26325,26729,26730,27832
75," ""37049""","Craven, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
76," ""37049""","Craven, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),0,(D),(D),(D),(D),(D),(D),(D),0,0,0
77," ""37049""","Craven, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,41858,44375,46276,48932,51693,53627,55202,56543,54989,55131,55872,57088,56166,59542,63374,61395,61450,63408
78," ""37051""","Cumberland, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
79," ""37051""","Cumberland, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,(D),(D),(D),(D),1210,834,(D),(D),(D),257,(D),(D),(D),(D),(D),(D)
80," ""37051""","Cumberland, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,136212,145020,158843,185518,184601,181648,197990,198922,194240,206757,214690,211606,210040,211146,220437,226138,234728,246436
81," ""37053""","Currituck, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),0,0,0,0,0,0,(D),(D),(D),(D),106,(D),(D),(D),(D)
82," ""37053""","Currituck, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83," ""37053""","Currituck, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,5995,6861,7775,9253,9949,10646,12568,12169,12029,(D),(D),(D),13900,15151,16354,16040,16150,16907
84," ""37055""","Dare, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,13133,11752,10949,18216,23014,25375,24281,22588,16235,12981,11324,13573,17046,20585,23836,22208,23238,22244
85," ""37055""","Dare, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
86," ""37055""","Dare, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,17281,19397,22186,22795,23691,24975,24867,26250,26219,25380,26118,32942,33131,30799,29821,29222,30889,34488
87," ""37057""","Davidson, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),3396,3816,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
88," ""37057""","Davidson, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),0,0,0,(D),(D),(D),0,0,0,0,0
89," ""37057""","Davidson, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,54456,57802,61827,63363,63670,66513,69613,71976,71606,72891,73057,76948,78424,83576,87101,86809,90008,95946
90," ""37059""","Davie, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91," ""37059""","Davie, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),0
92," ""37059""","Davie, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,13731,14104,15158,14615,15312,15572,16384,16902,17747,17195,17915,18429,(D),19199,20156,19974,20846,21602
93," ""37061""","Duplin, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,(D),(D),(D),0,0,(D),(D),(D),(D),(D),(D)
94," ""37061""","Duplin, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0
95," ""37061""","Duplin, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,17022,18802,20443,21450,21082,22000,22135,23765,23293,23812,24011,25474,25985,28248,28362,30929,30792,31625
96," ""37063""","Durham, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),45111,47397,51109,49034,49499,52224
97," ""37063""","Durham, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),0,(D),(D),(D),(D),(D),39812,37815,38265,14103,(D),19885,27272,29766,(D),30473,39303
98," ""37063""","Durham, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,209510,235471,225406,209911,224852,244924,281198,285013,293644,281949,290002,320159,333211,353916,381127,385183,395234,408488
99," ""37065""","Edgecombe, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
100," ""37065""","Edgecombe, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101," ""37065""","Edgecombe, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,22093,22825,25748,25580,24857,25901,25658,25781,24909,23430,(D),(D),(D),(D),(D),(D),26489,26738
102," ""37067""","Forsyth, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),178240,187095,195667
103," ""37067""","Forsyth, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),114,264,477,(D),236,332,711
104," ""37067""","Forsyth, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,195790,209478,205723,208955,210213,217773,239963,246982,241464,240089,246076,256127,256296,273873,287607,286177,293605,308605
105," ""37069""","Franklin, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106," ""37069""","Franklin, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,(D),0,(D),(D),(D),(D),(D),(D),(D),(D)
107," ""37069""","Franklin, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,15631,17402,18984,20254,20971,21742,23510,25240,25017,25194,25111,26611,26717,29070,31265,32072,32940,34346
108," ""37071""","Gaston, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),527,664,(D),(D),(D),(D)
109," ""37071""","Gaston, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),245,288,543
110," ""37071""","Gaston, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,(D),95611,99253,99314,98986,102425,110258,115815,113151,109587,114991,116471,116032,128521,131591,130978,138043,141682
111," ""37073""","Gates, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112," ""37073""","Gates, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113," ""37073""","Gates, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,3996,4302,4503,4918,5046,5238,5514,5725,5698,5678,5566,5685,5843,6360,6649,6738,6799,7156
114," ""37075""","Graham, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115," ""37075""","Graham, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116," ""37075""","Graham, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,2421,2474,2628,2684,2839,3136,3899,4359,3918,(D),(D),(D),(D),(D),4574,4768,6519,(D)
117," ""37077""","Granville, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),0,0,0,0,0,0
118," ""37077""","Granville, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),0,(D),(D),319
119," ""37077""","Granville, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,14450,15636,17139,17598,17830,18494,19807,21227,21997,20665,20301,21416,21630,22816,24096,25469,26519,28380
120," ""37079""","Greene, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0
121," ""37079""","Greene, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122," ""37079""","Greene, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,5298,5656,6234,6647,6318,6581,7098,7451,7351,6759,(D),(D),(D),(D),7904,7898,8026,8193
123," ""37081""","Guilford, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,1645,1974,2655,2842,(D),(D),(D),(D),(D),(D),(D),(D),(D),90814,117056,135633,141795,141374
124," ""37081""","Guilford, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,(D),(D),0,(D),0,(D),6664,6949,8039,7806,8491,8066,6873,8234,6343,5426,5384,5276
125," ""37081""","Guilford, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,327933,334421,358165,371104,363258,367955,381085,398144,385366,373119,388132,410359,420090,448388,464096,478510,481738,492557
126," ""37083""","Halifax, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,(D),(D),(D),(D),(D),(D),0
127," ""37083""","Halifax, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D)
128," ""37083""","Halifax, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,25206,25627,27364,28338,27590,31635,32652,31780,31752,30496,30522,30843,31184,32885,33082,32634,33034,33572
129," ""37085""","Harnett, NC",5.0,CAINC6N,519.0,3364-3369,     Other transportation equipment manufacturing,Thousands of dollars,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0
130," ""37085""","Harnett, NC",5.0,CAINC6N,907.0,519,    Other information services 4/,Thousands of dollars,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0
131," ""37085""","Harnett, NC",5.0,CAINC6N,1900.0,81,   Other services (except government and government enterprises),Thousands of dollars,29866,30566,33898,35075,35487,39144,40888,43546,44547,45327,46024,49936,51268,54736,56899,59198,63172,64530
